source_song_id,note_from_song,start_time,end_time,instrument,key,start_beat,end_beat,note_value
1749,4118,22343134,22360542,1,40,1197.0,1.0,Quarter
1749,892,4285406,4288478,1,75,236.0,0.1,Triplet Thirty Second
1749,1427,8313822,8325598,1,59,426.0,1.0,Quarter
1749,3669,20701662,20724702,1,59,1097.0,1.0,Quarter
1749,2204,11912670,11914206,1,68,637.0,0.1,Triplet Thirty Second
1749,1071,5918174,5919197,1,59,310.0,0.1,Triplet Thirty Second
1749,1034,5591518,5618654,1,51,296.0,1.0,Quarter
1749,2649,15020510,15028190,1,64,790.5,0.5,Eighth
1749,436,2566622,2568158,1,55,131.0,0.1,Triplet Thirty Second
1749,1142,6236638,6238174,1,60,328.875,0.125,Thirty Second
1749,909,4582878,4587486,1,75,252.875,0.125,Thirty Second
1749,5178,29362142,29380062,1,40,1554.0,1.0,Quarter
1749,684,3394526,3401182,1,77,182.5,0.5,Eighth
1749,1128,6123998,6124509,1,55,322.5,0.05,Triplet Sixty Fourth
1749,4473,24989150,25019358,1,52,1324.0,1.0,Quarter
1749,4483,25055710,25071582,1,60,1327.0,1.0,Quarter
1749,5342,30262749,30322142,1,40,1597.0,2.0,Half
1749,1278,7214558,7341022,1,40,373.0,3.0,Dotted Half
1749,3677,20742110,20759006,1,59,1099.0,1.0,Quarter
1749,4015,22012382,22027230,1,54,1176.0,1.0,Quarter
1749,2069,10787806,10794462,1,57,578.5,0.5,Eighth
1749,2220,11998174,12060638,1,67,641.0,3.0,Dotted Half
1749,3843,21415390,21416926,1,65,1141.0,0.0999999999999,Triplet Thirty Second
1749,1813,9763294,9773534,1,55,516.0,0.1,Triplet Thirty Second
1749,750,3581918,3582942,1,57,194.5,0.05,Triplet Sixty Fourth
1749,2957,16499678,16506334,1,68,873.25,0.25,Sixteenth
1749,2141,11211230,11214814,1,74,604.0,0.1,Triplet Thirty Second
1749,3039,16810974,16814558,1,69,890.5,0.25,Sixteenth
1749,5340,30262749,30322142,1,71,1597.0,2.0,Half
1749,5346,30359006,30398429,1,69,1601.0,2.0,Half
1749,2253,12317150,12347869,1,48,654.0,1.0,Quarter
1749,374,2320350,2321886,1,60,115.0,0.1,Triplet Thirty Second
1749,2845,16050654,16059358,1,48,849.5,0.5,Eighth
1749,499,2760670,2762718,1,68,144.0,0.1,Triplet Thirty Second
1749,2602,14506974,14524894,1,58,765.0,1.0,Quarter
1749,2287,12601822,12649949,1,36,665.0,3.0,Dotted Half
1749,1559,8904158,8907742,1,57,461.5,0.05,Triplet Sixty Fourth
1749,3125,17120222,17126878,1,67,907.0,0.25,Sixteenth
1749,1916,10189278,10190302,1,57,542.0,0.05,Triplet Sixty Fourth
1749,4674,26493917,26502621,1,59,1398.0,0.5,Eighth
1749,2809,15934942,15939038,1,72,843.25,0.25,Sixteenth
1749,1649,9282526,9287646,1,60,485.5,0.5,Eighth
1749,1722,9522654,9523678,1,65,501.0,0.1,Triplet Thirty Second
1749,3099,17026014,17030622,1,79,902.25,0.25,Sixteenth
1749,670,3341790,3357150,1,57,179.0,1.0,Quarter
1749,5311,30043614,30063582,1,47,1588.0,1.0,Quarter
1749,1179,6459358,6462430,1,60,340.875,0.125,Thirty Second
1749,4882,27960798,27962846,1,48,1472.75,0.125,Thirty Second
1749,1933,10248670,10263518,1,36,546.0,1.0,Quarter
1749,3003,16683998,16685021,1,36,883.5,0.05,Triplet Sixty Fourth
1749,2978,16570334,16573406,1,65,877.5,0.25,Sixteenth
1749,2668,15152606,15193054,1,57,798.0,2.0,Half
1749,4019,22027230,22035934,1,71,1177.0,0.5,Eighth
1749,640,3228638,3236830,1,93,172.0,0.5,Eighth
1749,336,2163678,2164702,1,57,105.0,0.1,Triplet Thirty Second
1749,137,1300446,1315294,1,40,51.0,1.0,Quarter
1749,3494,19813854,19860958,1,70,1043.0,3.0,Dotted Half
1749,3453,19530206,19565534,1,67,1026.0,2.0,Half
1751,1524,6777310,6779358,1,46,511.0,0.1,Triplet Thirty Second
1751,3821,18705886,18713566,1,76,1258.0,0.5,Eighth
1751,1201,5483486,5489630,1,78,407.5,0.5,Eighth
1751,1070,4887518,4910046,1,68,364.0,2.0,Half
1751,3911,19122654,19123678,1,52,1290.0,0.0999999999999,Triplet Thirty Second
1751,110,545758,548318,1,69,33.0,0.1,Triplet Thirty Second
1751,1975,8781278,8782302,1,52,663.0,0.1,Triplet Thirty Second
1751,2411,11026398,11071454,1,93,806.0,2.0,Half
1751,575,2697182,2703326,1,48,198.0,0.5,Eighth
1751,1896,8448990,8454110,1,60,639.0,0.5,Eighth
1751,794,3602910,3603934,1,88,270.0,0.1,Triplet Thirty Second
1751,1518,6751710,6757853,1,44,509.0,0.5,Eighth
1751,3109,15283678,15309789,1,60,1012.0,1.0,Quarter
1751,3536,17462238,17463774,1,51,1162.0,0.0999999999999,Triplet Thirty Second
1751,4026,19650014,19656158,1,69,1327.0,0.5,Eighth
1751,284,1312222,1313246,1,64,94.0,0.1,Triplet Thirty Second
1751,2781,13149662,13150686,1,58,908.0,0.1,Triplet Thirty Second
1751,92,481246,482782,1,72,28.0,0.1,Triplet Thirty Second
1751,3060,14891998,14994397,1,45,992.0,5.0,Unknown
1751,841,3808733,3809246,1,54,286.0,0.0333333333334,Triplet Sixty Fourth
1751,2836,13543390,13565918,1,57,926.0,1.0,Quarter
1751,1521,6764510,6766046,1,51,510.0,0.1,Triplet Thirty Second
1751,3078,15110110,15127518,1,53,1003.0,1.0,Quarter
1751,1901,8454110,8460766,1,60,639.5,0.5,Eighth
1751,3384,16773086,16779742,1,74,1108.0,0.5,Eighth
1751,4233,20496862,20503518,1,71,1393.5,0.5,Eighth
1751,3710,18174430,18175454,1,76,1219.0,0.0999999999999,Triplet Thirty Second
1751,3481,17229278,17236446,1,48,1144.0,0.5,Eighth
1751,2967,14454238,14455774,1,77,969.0,0.1,Triplet Thirty Second
1751,1883,8375774,8382942,1,64,633.5,0.5,Eighth
1751,1252,5668830,5682653,1,69,424.0,1.0,Quarter
1751,3329,16514014,16586206,1,79,1088.0,6.0,Unknown
1751,754,3505118,3506653,1,59,262.0,0.1,Triplet Thirty Second
1751,1551,6886878,6912990,1,73,520.0,2.0,Half
1751,3803,18583518,18590686,1,84,1249.5,0.5,Eighth
1751,2607,12245982,12292574,1,84,863.0,2.0,Half
1751,2129,9464798,9476574,1,66,715.0,1.0,Quarter
1751,1496,6613982,6615518,1,75,498.0,0.1,Triplet Thirty Second
1751,23,194526,206302,1,68,7.0,1.0,Quarter
1751,1688,7459294,7483869,1,75,565.0,2.0,Half
1751,3156,15585246,15639518,1,53,1025.0,2.0,Half
1751,3807,18590686,18631134,1,52,1250.0,3.0,Dotted Half
1751,2803,13238750,13267421,1,62,913.0,1.0,Quarter
1751,1955,8712158,8718302,1,69,657.0,0.5,Eighth
1751,3843,18837470,18838494,1,59,1266.0,0.0999999999999,Triplet Thirty Second
1751,1351,6033886,6039518,1,76,453.0,0.5,Eighth
1751,1407,6239198,6240734,1,68,469.0,0.1,Triplet Thirty Second
1751,2514,11662814,11679710,1,53,835.0,1.0,Quarter
1751,664,3077598,3088349,1,75,228.0,1.0,Quarter
1751,350,1611742,1612254,1,48,115.0,0.1,Triplet Thirty Second
1751,3321,16475102,16514014,1,72,1083.0,5.0,Unknown
1751,1198,5478366,5483486,1,81,407.0,0.5,Eighth
1751,3427,16963550,16966622,1,68,1123.0,0.5,Eighth
1751,3851,18850270,18851294,1,47,1267.0,0.0999999999999,Triplet Thirty Second
1751,827,3769822,3783134,1,76,283.0,1.0,Quarter
1751,2893,13913054,13953502,1,81,944.0,2.0,Half
1751,4044,19722206,19727326,1,73,1333.0,0.5,Eighth
1751,1434,6384094,6389726,1,68,480.5,0.5,Eighth
1751,3615,17748446,17749982,1,63,1186.0,0.0999999999999,Triplet Thirty Second
1751,527,2468830,2477022,1,60,180.5,0.5,Eighth
1751,1918,8529374,8537054,1,57,645.0,0.5,Eighth
1751,1732,7645662,7646173,1,57,580.0,0.0333333333333,Triplet Sixty Fourth
1751,127,665566,672734,1,84,41.5,0.5,Eighth
1751,2171,9644510,9651678,1,56,729.0,0.5,Eighth
1751,3905,19105758,19110366,1,60,1288.5,0.5,Eighth
1751,986,4512222,4531166,1,62,337.0,2.0,Half
1751,632,2940382,2941917,1,65,217.0,0.1,Triplet Thirty Second
1751,1484,6571998,6572510,1,63,495.0,0.1,Triplet Thirty Second
1751,1779,7844830,7846877,1,52,594.0,0.1,Triplet Thirty Second
1751,495,2253278,2271198,1,64,166.0,1.0,Quarter
1751,3174,15840734,15846878,1,69,1036.0,0.5,Eighth
1751,2370,10810334,10830814,1,72,795.0,1.0,Quarter
1751,1818,8101342,8106462,1,69,610.5,0.5,Eighth
1751,4027,19650014,19662814,1,64,1327.0,1.0,Quarter
1751,849,3822046,3823070,1,83,287.0,0.1,Triplet Thirty Second
1751,2569,12056542,12079582,1,84,853.0,1.0,Quarter
1751,2984,14520797,14536670,1,74,973.0,1.0,Quarter
1751,2033,9015774,9017822,1,73,680.0,0.1,Triplet Thirty Second
1751,1806,8028126,8036830,1,76,606.5,0.5,Eighth
1751,1097,5004766,5022174,1,33,373.0,1.0,Quarter
1751,1486,6582750,6584285,1,75,496.0,0.1,Triplet Thirty Second
1751,2136,9476574,9477598,1,52,716.0,0.1,Triplet Thirty Second
1751,959,4390878,4396510,1,76,327.0,0.5,Eighth
1751,1337,5984222,6021598,1,45,449.0,3.0,Dotted Half
1751,2377,10830814,10849246,1,53,796.0,1.0,Quarter
1751,749,3476958,3483614,1,63,260.0,0.5,Eighth
1751,4032,19662814,19690974,1,64,1328.0,2.0,Half
1751,1516,6740958,6777310,1,63,508.0,3.0,Dotted Half
1751,3492,17264606,17270750,1,48,1147.0,0.5,Eighth
1751,2498,11543518,11566558,1,60,829.0,1.0,Dotted Half
1751,2169,9638878,9644510,1,76,728.5,0.5,Eighth
1751,2492,11470302,11471838,1,56,826.0,0.1,Triplet Thirty Second
1751,2463,11344350,11367390,1,53,820.0,1.0,Quarter
1751,1895,8435678,8478174,1,40,638.0,3.0,Dotted Half
1751,984,4506590,4512222,1,56,336.5,0.5,Eighth
1751,1124,5124574,5131230,1,69,381.5,0.5,Eighth
1751,2705,12828126,12849118,1,57,889.0,1.0,Dotted Half
1751,3274,16245726,16247262,1,69,1066.0,0.0999999999999,Triplet Thirty Second
1751,1223,5566430,5573086,1,74,416.0,0.5,Eighth
1751,2655,12517854,12569566,1,53,875.0,2.0,Half
1751,2876,13819870,13847518,1,60,940.0,1.0,Quarter
1751,2805,13267421,13301726,1,67,914.0,2.0,Half
1751,3090,15178206,15219677,1,72,1007.0,2.0,Half
1751,3007,14626782,14628318,1,55,979.0,0.1,Triplet Thirty Second
1751,1796,7961054,7988190,1,59,602.0,2.0,Half
1751,1633,7147486,7238622,1,71,541.0,7.0,Unknown
1751,2973,14470622,14472158,1,72,970.0,0.1,Triplet Thirty Second
1751,3184,15882205,15886302,1,69,1039.5,0.5,Eighth
1751,686,3147230,3160030,1,79,234.0,1.0,Quarter
1751,1989,8843742,8861662,1,64,667.0,1.0,Quarter
1751,3355,16618462,16625630,1,74,1096.5,0.5,Eighth
1751,1805,8023006,8028126,1,76,606.0,0.5,Eighth
1751,3409,16845278,16849886,1,55,1114.0,0.5,Eighth
1751,1218,5551582,5612510,1,56,415.0,5.0,Unknown
1751,4176,20300254,20305886,1,76,1378.0,0.5,Eighth
1751,2958,14418398,14420446,1,62,967.0,0.1,Triplet Thirty Second
1751,2303,10342878,10379742,1,65,773.0,2.0,Half
1751,2322,10458590,10498526,1,57,779.0,2.0,Half
1751,2296,10284510,10304478,1,57,770.0,1.0,Quarter
1751,3508,17305054,17306590,1,43,1150.0,0.0999999999999,Triplet Thirty Second
1751,2044,9053662,9080286,1,49,683.0,2.0,Half
1751,3407,16839646,16845278,1,64,1113.5,0.5,Eighth
1751,3160,15639518,15669214,1,53,1027.0,1.0,Quarter
1751,3224,16049630,16066526,1,60,1051.0,1.0,Quarter
1752,1097,4364254,4367326,1,64,302.0,0.2,Triplet Sixteenth
1752,2789,11448286,11453918,1,64,790.0,0.5,Eighth
1752,3455,14113246,14120926,1,83,974.0,0.5,Eighth
1752,2233,9388510,9390046,1,50,644.0,0.1,Triplet Thirty Second
1752,3287,13428702,13433822,1,73,927.5,0.5,Eighth
1752,2639,10992094,11000286,1,69,757.5,0.5,Eighth
1752,2492,10437086,10442718,1,45,719.5,0.5,Eighth
1752,3697,15014366,15039966,1,88,1022.0,1.0,Quarter
1752,1408,5647326,5655006,1,68,386.5,0.5,Eighth
1752,1107,4386270,4393438,1,63,303.0,0.5,Eighth
1752,3478,14199262,14232541,1,72,980.0,2.0,Half
1752,968,3864030,3871198,1,76,268.0,0.5,Eighth
1752,777,3127262,3135454,1,69,214.5,0.5,Eighth
1752,3295,13458398,13476318,1,73,929.5,0.5,Eighth
1752,1051,4201438,4207070,1,78,290.5,0.5,Eighth
1752,3119,12764126,12795870,1,52,884.0,2.0,Half
1752,1549,6324702,6331358,1,67,434.5,0.5,Eighth
1752,2842,11695070,11700190,1,65,807.5,0.5,Eighth
1752,601,2415070,2416094,1,76,164.0,0.1,Triplet Thirty Second
1752,2825,11621342,11634142,1,53,802.0,1.0,Quarter
1752,3368,13783006,13824478,1,52,950.0,2.0,Half
1752,2740,11294174,11307998,1,50,779.0,1.0,Quarter
1752,2154,9051614,9058270,1,74,618.5,0.5,Eighth
1752,1934,8085982,8099806,1,63,552.0,1.0,Quarter
1752,3302,13502942,13532638,1,61,931.0,2.0,Half
1752,1621,6653918,6660062,1,64,457.0,0.5,Eighth
1752,3154,12927966,12962270,1,74,896.0,2.0,Half
1752,3871,15550942,15569374,1,69,1046.0,0.5,Eighth
1752,3471,14173150,14199262,1,72,978.0,2.0,Half
1752,1539,6282718,6289886,1,72,431.5,0.5,Eighth
1752,1277,5102046,5137374,1,47,348.0,2.5,Half
1752,1907,7968222,7973342,1,54,544.0,0.5,Eighth
1752,2554,10691038,10692062,1,81,737.0,0.1,Triplet Thirty Second
1752,84,480222,494557,1,57,28.0,1.0,Quarter
1752,1936,8085982,8099806,1,78,552.0,1.0,Quarter
1752,3470,14173150,14199262,1,84,978.0,2.0,Half
1752,2268,9521118,9526238,1,47,654.0,0.5,Eighth
1752,3587,14681566,14685662,1,77,1009.0,0.25,Sixteenth
1752,938,3739102,3754462,1,64,259.0,1.0,Quarter
1752,2054,8639966,8657374,1,44,590.0,1.5,Dotted Quarter
1752,2226,9362398,9363422,1,41,642.0,0.1,Triplet Thirty Second
1752,1774,7351774,7365086,1,61,504.0,1.0,Quarter
1752,3087,12627421,12638174,1,69,875.0,1.0,Quarter
1752,836,3356126,3358174,1,74,232.0,0.1,Triplet Thirty Second
1752,3256,13270494,13275102,1,59,918.2,0.2,Triplet Sixteenth
1752,2699,11166686,11181534,1,77,770.0,1.0,Quarter
1752,2434,10206686,10231774,1,61,702.0,2.0,Half
1752,1506,6131165,6137310,1,64,420.5,0.5,Eighth
1752,2936,12066270,12073438,1,69,834.5,0.5,Eighth
1752,1004,4032478,4039646,1,71,279.0,0.5,Eighth
1752,2564,10741726,10752990,1,45,740.0,1.0,Quarter
1752,3539,14457310,14467038,1,81,997.0,0.5,Eighth
1752,560,2310110,2334174,1,47,156.0,2.0,Half
1752,2017,8450526,8468446,1,50,577.0,1.0,Quarter
1752,3092,12645854,12651998,1,83,876.5,0.5,Eighth
1752,3,127454,143326,1,60,2.0,1.0,Quarter
1752,2647,11013598,11018206,1,77,759.0,0.5,Eighth
1752,1596,6543326,6558686,1,62,449.0,1.0,Quarter
1752,182,923614,931294,1,76,60.0,0.5,Eighth
1752,1667,6858718,6872542,1,64,472.0,1.0,Quarter
1752,3159,12939742,12949982,1,76,897.0,0.5,Eighth
1752,195,980958,995294,1,57,64.0,1.0,Quarter
1752,2561,10741726,10752990,1,81,740.0,1.0,Quarter
1752,1450,5872606,5878749,1,74,403.0,0.5,Eighth
1752,1661,6832094,6838750,1,86,470.0,0.5,Eighth
1752,1589,6508510,6518750,1,76,446.5,0.5,Eighth
1752,2208,9297374,9298398,1,52,637.0,0.1,Triplet Thirty Second
1752,2909,11983838,11984862,1,48,828.0,0.1,Triplet Thirty Second
1752,998,4008414,4013534,1,78,277.0,0.5,Eighth
1752,523,2191326,2191838,1,65,148.0,0.0333333333333,Triplet Sixty Fourth
1752,3297,13476318,13483486,1,68,930.0,0.2,Triplet Sixteenth
1752,3128,12813278,12820446,1,88,887.5,0.5,Eighth
1752,1063,4247518,4251614,1,52,294.0,0.2,Triplet Sixteenth
1752,1497,6084574,6095326,1,77,417.5,0.5,Eighth
1752,3445,14072798,14078941,1,50,971.0,0.5,Eighth
1752,2496,10458078,10459614,1,64,721.0,0.1,Triplet Thirty Second
1752,1221,4887518,4890590,1,83,332.791666667,0.2,Triplet Sixteenth
1752,2535,10601438,10615262,1,81,731.0,1.0,Quarter
1752,171,869854,882142,1,64,56.0,1.0,Quarter
1752,1625,6671838,6681054,1,72,458.5,0.5,Eighth
1752,266,1272286,1284574,1,52,85.0,1.0,Quarter
1752,1796,7448030,7454174,1,63,511.0,0.5,Eighth
1752,1731,7189470,7195102,1,73,492.0,0.5,Eighth
1752,1216,4872158,4902366,1,56,332.0,2.0,Half
1752,3670,14942174,14942686,1,50,1019.0,0.05,Triplet Sixty Fourth
1752,3045,12427742,12436446,1,47,861.0,0.5,Eighth
1752,587,2369502,2377182,1,83,161.0,0.5,Eighth
1752,1696,6982622,7025630,1,76,481.0,0.5,Eighth
1752,3772,15217118,15228381,1,98,1030.25,0.25,Sixteenth
1752,3526,14406110,14407134,1,52,994.0,0.1,Triplet Thirty Second
1752,1014,4074974,4100573,1,68,282.0,2.0,Half
1752,2471,10353118,10360286,1,88,713.5,0.5,Eighth
1752,3774,15232989,15237086,1,96,1030.75,0.25,Sixteenth
1752,250,1206238,1231326,1,62,80.0,2.0,Half
1752,228,1120222,1126366,1,71,73.5,0.5,Eighth
1752,1319,5252574,5258718,1,71,359.5,0.5,Eighth
1752,2060,8669662,8688094,1,42,592.0,1.0,Quarter
1752,3242,13211102,13220318,1,44,915.0,0.5,Eighth
1752,3501,14321118,14349277,1,88,988.0,2.0,Half
1752,1312,5233630,5238750,1,35,358.0,0.5,Eighth
1752,1808,7517661,7533022,1,71,515.0,1.0,Quarter
1752,1946,8123870,8128990,1,83,555.0,0.5,Eighth
1752,930,3707870,3714526,1,81,256.5,0.5,Eighth
1752,1982,8296414,8303070,1,66,566.5,0.5,Eighth
1752,1398,5585374,5586910,1,52,382.0,0.1,Triplet Thirty Second
1752,234,1144798,1150942,1,69,75.5,0.5,Eighth
1752,3869,15539166,15544798,1,60,1045.5,0.25,Sixteenth
1752,100,559070,564702,1,72,33.0,0.5,Eighth
1752,679,2695134,2702814,1,64,183.5,0.5,Eighth
1752,3673,14942174,14947806,1,84,1019.0,0.25,Sixteenth
1752,1973,8239582,8245725,1,63,563.0,0.5,Eighth
1752,2292,9602014,9608158,1,52,660.5,0.5,Eighth
1752,103,569822,582110,1,60,34.0,1.0,Quarter
1752,3278,13386206,13393373,1,61,925.0,0.5,Eighth
1752,3062,12524510,12530142,1,86,867.0,0.5,Eighth
1752,1630,6695902,6708702,1,47,460.0,1.0,Quarter
1752,343,1593310,1595358,1,63,107.0,0.1,Triplet Thirty Second
1752,3795,15300062,15305181,1,88,1034.0,0.25,Sixteenth
1752,3396,13907934,13940190,1,52,958.0,2.5,Dotted Half
1752,1427,5751262,5757918,1,76,394.0,0.5,Eighth
1752,2826,11621342,11626974,1,61,802.0,0.5,Eighth
1752,117,633822,638430,1,69,38.5,0.5,Eighth
1752,1922,8025054,8041950,1,76,548.0,1.0,Quarter
1760,3655,14312414,14317534,1,81,2139.0,1.0,Eighth
1760,5879,22419422,22425566,1,51,3377.01666667,1.0,Eighth
1760,4024,15833053,15839710,1,75,2389.0,1.0,Eighth
1760,6712,26024413,26030046,1,75,3917.0,1.0,Eighth
1760,1543,5664733,5669854,1,69,845.016666667,0.75,Dotted Sixteenth
1760,2116,7238109,7250398,1,87,1080.01666667,2.0,Quarter
1760,5438,21220830,21231070,1,59,3197.01666667,0.75,Dotted Sixteenth
1760,3504,13403102,13416926,1,43,2001.0,2.5,Tied Quarter-Sixteenth
1760,131,619998,626142,1,84,84.0,1.0,Eighth
1760,2914,10617310,10623454,1,66,1587.0,1.0,Eighth
1760,3729,14607326,14626782,1,63,2190.0,3.0,Dotted Quarter
1760,2718,9593310,9599454,1,33,1435.0,1.0,Eighth
1760,5794,22205406,22210526,1,67,3344.01666667,0.75,Dotted Sixteenth
1760,6196,23211485,23217630,1,47,3495.01666667,1.0,Eighth
1760,2712,9559006,9564638,1,33,1429.0,1.0,Eighth
1760,3153,11601374,11609566,1,78,1733.0,1.0,Eighth
1760,4986,19697630,19712478,1,34,2967.0,2.0,Quarter
1760,2971,10823134,10831326,1,85,1619.0,0.833333333333,Dotted Sixteenth
1760,4855,19413470,19420638,1,63,2929.0,0.75,Dotted Sixteenth
1760,2416,8052190,8060893,1,44,1202.0,1.0,Eighth
1760,5662,21835742,21849054,1,67,3288.01666667,2.0,Quarter
1760,979,3793374,3800030,1,49,577.0,0.75,Dotted Sixteenth
1760,3240,11920350,11928541,1,47,1782.0,1.0,Eighth
1760,1798,6390750,6395870,1,67,953.016666667,0.75,Dotted Sixteenth
1760,2905,10589662,10594782,1,59,1582.0,1.0,Eighth
1760,4992,19719134,19730398,1,82,2970.0,1.5,Dotted Eighth
1760,5401,21080542,21091294,1,58,3177.01666667,1.5,Dotted Eighth
1760,4105,16160222,16177118,1,63,2442.0,3.0,Dotted Quarter
1760,287,1226206,1232862,1,56,179.0,1.0,Eighth
1760,2086,7178718,7189470,1,90,1071.01666667,2.0,Quarter
1760,6812,26603998,26611678,1,62,3992.0,1.0,Eighth
1760,3615,14033885,14050270,1,49,2097.0,2.75,Dotted Quarter
1760,5951,22605790,22610398,1,79,3404.01666667,0.75,Dotted Sixteenth
1760,2281,7594974,7601117,1,70,1131.01666667,1.0,Eighth
1760,786,3059165,3064797,1,77,467.0,1.0,Eighth
1760,5695,21927902,21932510,1,67,3302.01666667,0.75,Dotted Sixteenth
1760,5814,22253022,22259678,1,51,3351.01666667,1.0,Eighth
1760,5745,22065630,22072286,1,64,3323.01666667,1.0,Eighth
1760,3703,14509534,14515166,1,75,2173.0,1.0,Eighth
1760,7330,28586462,28594653,1,50,4301.0,1.0,Eighth
1760,5915,22531550,22546398,1,87,3393.01666667,2.0,Quarter
1760,1356,5102558,5106654,1,51,764.016666667,0.75,Dotted Sixteenth
1760,2724,9634782,9641438,1,33,1441.0,1.0,Eighth
1760,4991,19719134,19730398,1,89,2970.0,1.5,Dotted Eighth
1760,1108,4215262,4220894,1,54,632.0,0.75,Dotted Sixteenth
1760,168,769502,774622,1,56,107.0,1.0,Eighth
1760,3672,14384606,14390237,1,76,2152.0,1.0,Eighth
1760,644,2547166,2552798,1,68,387.0,1.0,Eighth
1760,5582,21618142,21626334,1,76,3255.01666667,1.5,Dotted Eighth
1760,5588,21636574,21649374,1,66,3258.01666667,2.0,Quarter
1760,6233,23338462,23345118,1,39,3516.0,1.0,Eighth
1760,4132,16275422,16281566,1,83,2461.0,1.0,Eighth
